Animal ID,Name,Outcome Type,Breed,Color,Year of Birth,Altered,Sex
A684708,Bentley,Adoption,Pharaoh Hound Mix,Red,2012,Altered,Male
A718092,,Return to Owner,Manchester Terrier Mix,Black/Tan,2007,Altered,Female
A706340,*Daisy,Adoption,Chihuahua Shorthair Mix,Tan/White,2015,Altered,Female
A765850,Oreo,Adoption,Dalmatian/Pit Bull,White/Black,2017,Altered,Male
A780605,Sandy,Adoption,Pit Bull Mix,Brown/White,2016,Altered,Female
A686406,,Adoption,Border Terrier/Chihuahua Shorthair,Tan/Black,2013,Altered,Male
A756961,Boosie,Return to Owner,Boxer/German Shepherd,Tan/Black,2016,Intact,Male
A742648,Lily,Adoption,Staffordshire Mix,Blue/White,2016,Altered,Female
A737102,Molly,Adoption,Pit Bull Mix,White/Black,2013,Altered,Female
A785655,Boss,Return to Owner,Labrador Retriever Mix,Brown,2015,Altered,Male
A668636,Barley,Adoption,German Shepherd/Collie Smooth,Tan/White,2012,Altered,Male
A770352,Zeus,Adoption,Labrador Retriever Mix,Black/White,2016,Altered,Male
A697751,Bailey,Adoption,Labrador Retriever Mix,Tan,2014,Altered,Female
A784068,Muneca,Return to Owner,Siberian Husky,Black/White,2018,Intact,Female
A758652,Diogi,Transfer,Catahoula/Harrier,Tan/White,2015,Altered,Male
A771613,Zip,Adoption,Border Collie Mix,Black/White,2011,Altered,Male
A785666,,Died,Staffordshire Mix,Tan/White,2018,Unknown,Unknown
A713721,Farrah,Return to Owner,Chihuahua Shorthair Mix,Tan,2004,Altered,Female
A762457,*Buckley,Adoption,Staffordshire Mix,White/Tan,2015,Altered,Male
A773149,Lucas,Return to Owner,Labrador Retriever Mix,Black/White,2012,Altered,Male
A713966,Butters,Adoption,American Pit Bull Terrier Mix,Black/White,2015,Altered,Female
A691442,Lady,Transfer,Labrador Retriever/Plott Hound,Brown Brindle/White,2014,Intact,Female
A443497,Cookie,Transfer,Pit Bull Mix,White/Brown,2004,Altered,Female
A675989,Smokey,Transfer,Cocker Spaniel Mix,Black,2013,Altered,Male
A727182,Ryder,Adoption,Labrador Retriever Mix,Brown Brindle/White,2016,Altered,Male
A772244,,Transfer,Yorkshire Terrier Mix,Brown/Black,2018,Intact,Female
A714686,*Olivia,Transfer,Miniature Poodle Mix,White,2012,Altered,Female
A740422,,Return to Owner,Dachshund Mix,Black,2016,Unknown,Unknown
A736290,Penny,Adoption,Pit Bull Mix,White/Black,2015,Altered,Female
A549282,Emmitt,Adoption,Pit Bull,Brown Brindle/White,2008,Altered,Male
A721673,Stack,Euthanasia,Pit Bull Mix,Black/White,2015,Intact,Male
A772296,Blanco,Adoption,Pit Bull Mix,White/Black,2018,Altered,Male
A698567,Eve,Adoption,Chihuahua Shorthair Mix,Brown,2006,Altered,Female
A657489,Floyd,Return to Owner,Pit Bull Mix,White/Black,2010,Intact,Male
A757617,118,Transfer,Dachshund Mix,Brown/Tan,2015,Intact,Female
A709112,*Jasmine,Adoption,Pit Bull Mix,White/Brown Brindle,2009,Altered,Female
A776574,Bailey,Return to Owner,Siberian Husky Mix,Cream,2004,Intact,Female
A761158,Creed,Return to Owner,Boxer Mix,Brown/White,2015,Altered,Male
A728069,*Chase,Adoption,German Shepherd Mix,Black/White,2016,Altered,Male
A768551,*Schrodie,Transfer,Chihuahua Shorthair Mix,White,2015,Altered,Male
A731940,*Tesla,Adoption,Black Mouth Cur Mix,Red/Black,2014,Altered,Female
A695857,Cherry,Return to Owner,Labrador Retriever Mix,Black,2013,Altered,Female
A697253,Hazel,Return to Owner,Black Mouth Cur Mix,Tan/Black,2014,Altered,Female
A701218,*Pip,Adoption,Manchester Terrier Mix,Red/White,2013,Altered,Male
A725070,Pepper,Adoption,Labrador Retriever Mix,Black/White,2014,Altered,Female
A736366,Steven,Return to Owner,English Coonhound Mix,Black/Gray,2006,Altered,Male
A774158,,Adoption,Lhasa Apso Mix,White/Tan,2016,Altered,Male
A725985,*Abby,Transfer,Chihuahua Shorthair Mix,Black/White,2014,Altered,Female
A750204,,Adoption,Shiba Inu Mix,Red/White,2012,Altered,Male
A704004,Jack,Adoption,Anatol Shepherd Mix,White/Tan,2006,Altered,Male
A660256,Nutmeg,Return to Owner,Pit Bull Mix,Tan/White,2010,Intact,Female
A725612,Juno,Adoption,Labrador Retriever Mix,Chocolate,2016,Altered,Female
A771472,,Adoption,Labrador Retriever Mix,Brown/White,2018,Altered,Female
A734395,King,Return to Owner,Pit Bull Mix,Buff/White,2016,Intact,Male
A716593,*Pecan Pie,Adoption,Labrador Retriever Mix,Brown,2014,Altered,Female
A711583,Big Head,Return to Owner,Pit Bull Mix,Black/White,2014,Altered,Female
A674581,Spike,Return to Owner,Doberman Pinsch Mix,Black/Tan,2012,Altered,Male
A681558,G.,Adoption,Rottweiler Mix,Black/Brown,2012,Altered,Male
A698769,Kobe,Return to Owner,Chihuahua Shorthair Mix,Tricolor,2010,Altered,Male
A696941,Dottie,Euthanasia,Pit Bull Mix,White,2014,Altered,Female
A734210,Petey,Transfer,Dachshund Mix,White,2003,Altered,Male
A702041,*Marco,Adoption,Chihuahua Shorthair/Beagle,Tan/White,2013,Altered,Male
A748606,*Mitzer,Transfer,Pit Bull Mix,Brown/White,2014,Altered,Male
A743472,,Return to Owner,Jack Russell Terrier Mix,White/Tan,2015,Intact,Female
A699947,Daisy,Return to Owner,German Shorthair Pointer/Brittany,Brown/White,2006,Intact,Female
A685948,*Haley,Adoption,Chihuahua Longhair Mix,Chocolate,2014,Altered,Female
A762307,Max,Return to Owner,German Shepherd Mix,Black/Tricolor,2015,Altered,Male
A725731,*Roger,Return to Owner,Labrador Retriever Mix,White/Brown,2011,Intact,Male
A679468,Tito,Return to Owner,Chihuahua Shorthair Mix,Brown,2008,Altered,Male
A774758,Merlin,Adoption,Pit Bull Mix,Brown/White,2011,Altered,Male
A678018,,Transfer,German Shepherd Mix,Sable/White,2014,Intact,Male
A734427,Cayote,Return to Owner,Australian Cattle Dog Mix,Red Merle,2009,Altered,Male
A664818,Levi,Adoption,Labrador Retriever Mix,Black,2012,Altered,Male
A693372,*Alfie,Transfer,Chihuahua Shorthair Mix,Brown/White,2010,Intact,Male
A746589,Rocky,Transfer,Border Terrier/Chihuahua Shorthair,Brown/Tan,2013,Intact,Male
A699540,,Transfer,Chihuahua Shorthair Mix,White/Black,2015,Intact,Female
A668128,Bonnie,Adoption,Pit Bull Mix,Blue/White,2011,Altered,Female
A667127,,Transfer,Pit Bull Mix,Blue/White,2008,Intact,Male
A770100,*Sawyer,Adoption,Chihuahua Shorthair Mix,Brown/White,2011,Altered,Male
A516577,Joker,Adoption,Chihuahua Shorthair Mix,Black/Tricolor,2006,Altered,Male
A708807,*Jester,Transfer,Pit Bull Mix,Brown/White,2015,Intact,Male
A756284,,Adoption,Yorkshire Terrier Mix,White/Tricolor,2016,Altered,Female
A745100,Peanut,Return to Owner,Shih Tzu Mix,Gray/White,2002,Altered,Male
A758127,Bhakti,Adoption,Chihuahua Shorthair Mix,White/Tan,2015,Altered,Male
A741701,Buster,Return to Owner,Labrador Retriever Mix,Red,2015,Intact,Male
A714110,*Rupert,Adoption,Dachshund Mix,Black,2013,Altered,Male
A696438,Biscuit,Return to Owner,Manchester Terrier/Norfolk Terrier,Tricolor,2013,Altered,Male
A776498,Honey,Adoption,Pit Bull Mix,Fawn/Black,2017,Altered,Female
A714510,Simon,Transfer,Rat Terrier Mix,White/Black,2014,Altered,Male
A715595,Beau,Adoption,Miniature Poodle/Cairn Terrier,Gray/Tan,2014,Altered,Male
A659827,*Gidget,Adoption,Labrador Retriever Mix,Black,2009,Altered,Female
A758127,Bhakti,Adoption,Chihuahua Shorthair Mix,White/Tan,2015,Altered,Male
A679536,Lucky,Return to Owner,Chihuahua Shorthair Mix,Brown,2012,Altered,Male
A689490,Zues,Adoption,Anatol Shepherd Mix,Tan/White,2012,Altered,Male
A718326,*Jenny,Transfer,Chihuahua Shorthair Mix,Black/Tan,2014,Intact,Female
A631190,Susan,Return to Owner,Labrador Retriever Mix,Yellow,2011,Altered,Female
A756962,*Jackson,Adoption,Chihuahua Shorthair Mix,Tan,2016,Altered,Male
A764181,Zoe,Return to Owner,Pug Mix,Tan/Black,2014,Intact,Female
A738286,*Essy,Transfer,Labrador Retriever Mix,Black,2016,Intact,Female
A745807,Thomas,Adoption,Cairn Terrier Mix,Brown/Tan,2016,Altered,Male
A768231,Luna,Return to Owner,German Shepherd/Australian Kelpie,Brown,2017,Intact,Female
A723575,Ace,Adoption,Chihuahua Shorthair Mix,Tan/White,2015,Altered,Male
A722993,Sleepy,Adoption,Plott Hound/Labrador Retriever,Black Brindle/White,2016,Altered,Male
A767718,Yankee,Adoption,Border Terrier,Cream/White,2017,Altered,Male
A692229,Axle,Return to Owner,Greyhound/Labrador Retriever,Brown/White,2011,Altered,Male
A666484,,Transfer,Border Collie Mix,Black/White,2013,Intact,Male
A699444,Chulo,Return to Owner,Chihuahua Shorthair Mix,Tan/White,2013,Altered,Male
A672011,Mabel,Return to Owner,Italian Greyhound Mix,Tricolor,2007,Altered,Female
A664556,*Angel,Adoption,Chinese Sharpei Mix,White/Black,2013,Altered,Female
A664511,*Franklin,Adoption,Miniature Pinscher Mix,Black/Brown,2012,Altered,Male
A731426,Max,Return to Owner,Chihuahua Shorthair Mix,Brown,2015,Intact,Male
A724950,,Transfer,Pit Bull,White/Black,2016,Altered,Male
A693595,Beau,Return to Owner,Jack Russell Terrier Mix,White/Brown,2006,Altered,Female
A666703,Leo,Adoption,Catahoula Mix,Yellow Brindle/White,2013,Altered,Male
A764288,,Transfer,Pomeranian Mix,Chocolate,2012,Altered,Male
A718529,*Sadie,Adoption,Chihuahua Shorthair Mix,Black/White,2014,Altered,Female
A749325,Amber,Adoption,Pit Bull Mix,Brown,2016,Altered,Female
A678308,,Transfer,Labrador Retriever Mix,Black,2014,Altered,Male
A757447,Mr Big,Return to Owner,Chihuahua Shorthair Mix,Brown,2004,Intact,Male
A759519,Luna,Return to Owner,Pit Bull Mix,White/Black,2014,Intact,Female
A653979,Rue,Return to Owner,Chihuahua Longhair Mix,Tricolor,2012,Altered,Female
A698627,Bentley,Return to Owner,Pit Bull Mix,Brown/White,2013,Intact,Male
A749895,Sammie,Adoption,Black Mouth Cur Mix,Brown/Black,2017,Altered,Female
A736669,Bruce,Adoption,English Bulldog Mix,Brown/White,2013,Altered,Male
A669949,,Transfer,Pomeranian Mix,Red,2012,Altered,Female
A704620,Madison,Adoption,Black Mouth Cur Mix,Tan/Black,2014,Altered,Female
A664280,Coco,Return to Owner,Miniature Poodle Mix,Apricot,2007,Altered,Female
A723387,*Otto,Transfer,American Staffordshire Terrier Mix,Fawn/White,2014,Altered,Male
A734624,*Hidalgo,Adoption,Beagle Mix,Brown/White,2015,Altered,Male
A686265,Mikey,Return to Owner,Black Mouth Cur Mix,Fawn/White,2014,Altered,Male
A766642,,Transfer,Chihuahua Shorthair Mix,Red,2016,Altered,Male
A728616,,Transfer,Pit Bull Mix,White/Blue,2016,Intact,Male
A721734,Toro,Return to Owner,Pit Bull Mix,White/Blue,2015,Altered,Male
A761081,Zeus,Adoption,Pit Bull Mix,Blue,2013,Altered,Male
A694051,,Transfer,Anatol Shepherd Mix,Black,2014,Intact,Male
A775396,,Adoption,American Bulldog Mix,White,2017,Altered,Male
A680054,Sophie,Adoption,Miniature Poodle Mix,White,2008,Altered,Female
A703399,Oscar,Return to Owner,Boxer Mix,Brown Brindle,2002,Altered,Male
A688334,Chiquita,Adoption,Chihuahua Shorthair Mix,Sable/Black,2012,Altered,Female
A730839,Sloan,Adoption,Labrador Retriever Mix,Black,2015,Altered,Male
A764881,Bella,Return to Owner,Miniature Schnauzer Mix,Gray,2017,Intact,Female
A676201,Duke,Return to Owner,Golden Retriever/Standard Poodle,Gold,2013,Intact,Male
A718058,*Trixie,Adoption,Doberman Pinsch Mix,Black/Tan,2008,Altered,Female
A716636,*Higgins,Adoption,Lhasa Apso Mix,White,2013,Altered,Male
A705366,*Toby,Adoption,Norfolk Terrier Mix,Tan/White,2015,Altered,Male
A768732,Rex,Return to Owner,Boxer,Red/White,2013,Altered,Male
A745264,Leia,Adoption,Pit Bull Mix,Blue/White,2016,Altered,Female
A708716,*Buster,Adoption,Rottweiler Mix,Tricolor,2014,Altered,Male
A752348,Pive,Return to Owner,Samoyed Mix,White,2013,Altered,Male
A767004,Zeus,Rto-Adopt,American Bulldog Mix,Fawn/Brown,2017,Altered,Male
A763598,Bennelli,Return to Owner,Labrador Retriever Mix,White/Tan,2015,Altered,Female
A761506,Prince,Return to Owner,Jack Russell Terrier Mix,Black/White,2015,Altered,Male
A689056,Chloe,Adoption,Jack Russell Terrier Mix,White/Brown,2005,Altered,Female
A713233,Gunner,Return to Owner,Labrador Retriever Mix,Black/Blue Tick,2015,Altered,Male
A774803,Shadow,Adoption,Chihuahua Shorthair Mix,Tricolor,2013,Altered,Female
A761033,Oscar,Return to Owner,Miniature Schnauzer,Gray,2009,Altered,Male
A766681,*Strider,Transfer,Collie Rough/Great Pyrenees,Red/Cream,2017,Altered,Male
A734695,Ewok,Return to Owner,Miniature Schnauzer/Shih Tzu,Tan/Gray,2014,Altered,Male
A736495,Roxy,Return to Owner,Miniature Poodle Mix,Chocolate/Tan,2011,Altered,Female
A741039,Dexter,Return to Owner,Jack Russell Terrier,Black/White,2015,Intact,Male
A684417,Toby,Adoption,Chihuahua Shorthair Mix,Tan,2011,Altered,Male
A669199,Gus,Return to Owner,Labrador Retriever Mix,White,2000,Altered,Male
A685626,Lucy,Adoption,Rhod Ridgeback/Labrador Retriever,Red/White,2011,Altered,Female
A764423,Kai,Adoption,Cocker Spaniel Mix,Brown/Black,2017,Altered,Female
A771437,Rudy,Return to Owner,Miniature Schnauzer Mix,Gray/White,2005,Altered,Male
A718144,*Yoakum,Transfer,Dachshund Mix,Red/White,2013,Altered,Male
A754222,,Adoption,Pit Bull Mix,Tan/White,2017,Altered,Male
A673341,Allonsdanser,Adoption,Bruss Griffon Mix,Yellow,2013,Altered,Female
A694850,*Bilbo,Adoption,Chinese Sharpei/Labrador Retriever,Brown/Black,2013,Altered,Male
A700226,*Annie,Transfer,Labrador Retriever Mix,Red/White,2008,Altered,Female
A756475,*Addie,Adoption,Dachshund Mix,Brown,2015,Altered,Female
A748954,Crystal,Transfer,Maltese,White,2009,Altered,Female
A704518,*Daisy,Adoption,Chihuahua Shorthair Mix,Tan,2013,Altered,Female
A780650,*Esther,Adoption,Labrador Retriever Mix,Tricolor/Black,2016,Altered,Female
A570182,Chloe,Adoption,Beagle/Pug,Tan/Black,2009,Altered,Female
A765782,Harley,Return to Owner,Labrador Retriever Mix,Black/White,2016,Unknown,Unknown
A747767,Frank,Adoption,Labrador Retriever Mix,Brown/White,2016,Altered,Male
A708230,Ren,Adoption,Basset Hound Mix,White/Black,2012,Altered,Male
A652857,*Rooster,Transfer,Pit Bull Mix,Tan/White,2012,Altered,Male
A775607,Sky,Return to Owner,Chihuahua Longhair Mix,Cream,2015,Altered,Female
A738570,,Adoption,Beagle Mix,White/Buff,2016,Altered,Female
A757822,*Catalina,Transfer,Chihuahua Shorthair Mix,Tan,2009,Altered,Female
A708865,*Kitzi,Adoption,Miniature Poodle Mix,Black,2013,Altered,Female
A742423,*Sammy,Adoption,Australian Cattle Dog Mix,Black/White,2016,Altered,Male
A695891,Cuddles,Return to Owner,Cocker Spaniel Mix,White/Buff,2006,Altered,Female
A728930,Clyde,Return to Owner,American Pit Bull Terrier Mix,Red,2014,Altered,Male
A777793,Charlie,Adoption,German Shepherd Mix,Brown,2017,Altered,Male
A685773,*Deena,Transfer,Pit Bull Mix,Brown/White,2011,Intact,Female
A700433,Loki,Return to Owner,Catahoula/German Shepherd,Brown/White,2013,Altered,Male
A746730,,Adoption,Australian Cattle Dog Mix,Black/White,2017,Altered,Male
A733345,*Gizmo,Adoption,Chihuahua Longhair Mix,Red/White,2014,Altered,Male
A756395,,Adoption,Pit Bull Mix,Blue/White,2017,Altered,Female
A718308,*Osiris,Euthanasia,American Bulldog/Boxer,Brown Brindle/White,2013,Altered,Male
A691847,Hero,Transfer,Pointer Mix,Black/White,2014,Altered,Male
A690703,*Mickey,Adoption,Chihuahua Shorthair Mix,White/Tan,2014,Altered,Male
A702031,*Brimmer,Transfer,English Setter Mix,White/Brown,2013,Intact,Male
A662100,Beaux,Transfer,German Shepherd,Brown/Black,2010,Altered,Male
A681577,,Adoption,Labrador Retriever/Blue Lacy,Chocolate/White,2014,Altered,Male
A666080,Mya,Return to Owner,Border Collie Mix,Black,2005,Altered,Female
A702372,Tank,Return to Owner,Pit Bull Mix,White/Blue,2014,Altered,Male
A773532,King,Return to Owner,Staffordshire Mix,Blue/White,2015,Intact,Male
A688448,*Chauncy,Euthanasia,Pit Bull Mix,Tan/White,2013,Altered,Male
A675043,Negro,Return to Owner,Chihuahua Shorthair Mix,Black,2010,Intact,Male
A692523,Bella,Transfer,Miniature Pinscher Mix,Red,2013,Altered,Female
A673731,Roxy,Return to Owner,Jack Russell Terrier/Dachshund,White/Brown Brindle,2011,Intact,Female
A715511,,Transfer,Chihuahua Shorthair Mix,Tan/White,2006,Intact,Female
A718538,Dollar,Return to Owner,Irish Wolfhound Mix,Tan/Brown,2012,Intact,Male
A755989,Emmitt,Adoption,Staffordshire Mix,Black/White,2015,Altered,Male
A778328,*Giselle,Adoption,Pit Bull Mix,Blue Merle,2017,Altered,Female
A677000,Hera,Return to Owner,Pit Bull Mix,White/Brown,2012,Intact,Female
A681027,Winkie,Return to Owner,Chihuahua Shorthair Mix,Black/White,2010,Altered,Female
A698367,Dragon,Return to Owner,Basset Hound,White/Tricolor,2008,Intact,Male
A670151,*Maya,Adoption,Redbone Hound Mix,Brown,2013,Altered,Female
A736653,Babaloo,Return to Owner,Pit Bull Mix,Brown Brindle/White,2014,Altered,Male
A747751,,Adoption,Miniature Pinscher Mix,Tricolor,2017,Altered,Female
A781997,,Transfer,Cairn Terrier Mix,White,2016,Intact,Female
A692497,Apache,Adoption,Pit Bull Mix,White/Tan,2014,Altered,Male
A667336,*Marla,Adoption,Chihuahua Shorthair Mix,White/Brown,2011,Altered,Female
A733851,Bella,Adoption,Pit Bull Mix,Black/White,2015,Altered,Female
A719691,Tarzan,Return to Owner,Collie Rough Mix,Black/Brown,2009,Altered,Male
A669098,*Prince,Adoption,Pit Bull Mix,Chocolate/White,2012,Altered,Male
A731032,Gabby,Return to Owner,Pit Bull Mix,Blue/White,2015,Altered,Female
A727363,Tyson,Adoption,Rottweiler Mix,Black/Brown,2015,Altered,Male
A721545,*Goodwin,Adoption,Labrador Retriever/Pit Bull,Black/White,2015,Altered,Male
A774643,Molly,Transfer,Miniature Schnauzer Mix,Brown,2018,Intact,Female
A775329,Chiquita,Transfer,Chihuahua Shorthair Mix,Tan,2014,Intact,Female
A758038,,Transfer,Siberian Husky Mix,Black/White,2016,Altered,Female
A681987,*Jimmy,Transfer,Chihuahua Shorthair Mix,White/Brown,2014,Intact,Male
A785694,*Duo,Adoption,Beagle Mix,White/Brown,2018,Altered,Female
A666963,,Transfer,Pit Bull Mix,Brown Brindle/White,2013,Altered,Female
A640771,Jazz,Return to Owner,Pit Bull Mix,White/Brown,2010,Altered,Female
A777163,Africa,Adoption,Staffordshire/Chinese Sharpei,Blue/White,2009,Altered,Female
A684687,Bodhi,Adoption,Pit Bull Mix,Brown/White,2013,Altered,Male
A701974,Lugh,Return to Owner,American Staffordshire Terrier Mix,White/Blue,2012,Intact,Male
A775902,Loki,Adoption,Catahoula Mix,Brown/White,2018,Altered,Male
A675793,Chanel,Return to Owner,Dachshund Mix,Black,2013,Altered,Female
A779313,,Return to Owner,Miniature Poodle Mix,White,2017,Intact,Female
A780543,Pablito,Adoption,Chinese Sharpei Mix,Black,2018,Altered,Male
A777605,Pearl,Adoption,Pit Bull Mix,White,2015,Altered,Female
A700945,Dumdum,Return to Owner,Australian Shepherd Mix,Black/Brown,2010,Altered,Female
A669211,Max,Adoption,Chihuahua Shorthair Mix,White/Brown,2011,Altered,Male
A734467,Enzo,Return to Owner,Doberman Pinsch Mix,Black/Brown,2016,Altered,Male
A681602,Chica,Transfer,Boxer Mix,Tan/White,2011,Altered,Female
A674392,Shorty,Return to Owner,Dachshund Mix,Black/Brown,2006,Intact,Male
A698198,,Adoption,Labrador Retriever Mix,Sable,2015,Altered,Female
A704691,Rocco,Adoption,Labrador Retriever Mix,Tan/Brown,2015,Altered,Male
A737967,*Ellie,Adoption,Australian Cattle Dog Mix,White/Tan,2016,Altered,Female
A696419,Puffy,Adoption,Labrador Retriever/Anatol Shepherd,White,2013,Altered,Male
A744794,Roxi,Adoption,German Shepherd Mix,Black/Tan,2011,Altered,Female
A577779,Maggie,Transfer,Siberian Husky/German Shepherd,Yellow,2006,Altered,Female
A720232,Tucker,Euthanasia,American Foxhound,White/Red,2015,Altered,Male
A719509,*Henry,Transfer,Boston Terrier/Pit Bull,Black/White,2014,Altered,Male
A710939,Gloria,Return to Owner,Pit Bull Mix,Blue,2013,Altered,Female
A709536,*Ringo,Transfer,Pit Bull/Labrador Retriever,Black/White,2014,Altered,Male
A665866,Rifle,Return to Owner,Rat Terrier Mix,Tricolor,2005,Altered,Male
A689861,Wally,Return to Owner,Miniature Pinscher Mix,Chocolate,2006,Altered,Male
A781202,Inga,Adoption,Mastiff,Tan,2015,Intact,Female
A719648,Benji,Return to Owner,Lhasa Apso Mix,Tan,2008,Altered,Male
A682052,Sophie,Return to Owner,Jack Russell Terrier Mix,White/Gray,2004,Altered,Female
A703321,,Adoption,Dachshund Mix,Brown/White,2015,Altered,Male
A680607,Max,Adoption,Chihuahua Shorthair Mix,Tan/White,2014,Altered,Male
A709531,Zeena,Transfer,Pit Bull/Boston Terrier,White/Brown Brindle,2015,Altered,Female
A753726,Ace,Transfer,Labrador Retriever Mix,Black/White,2017,Intact,Male
A721038,Kiah,Return to Owner,Border Collie Mix,Black/White,2014,Altered,Female
A685826,,Adoption,Labrador Retriever Mix,Black/White,2014,Altered,Female
A692581,*Lainey,Transfer,Pit Bull Mix,White/Gray,2011,Altered,Female
A758876,Bruno,Transfer,German Shepherd/Black Mouth Cur,Black/Brown,2016,Intact,Male
